P_NAME,P_STATUS,P_MASS,P_RADIUS,P_YEAR,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ANGULAR_DISTANCE,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_AGE,S_TEMPERATURE,S_LOG_G,S_ALT_NAMES,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
CoRoT-11 b,3.0,740.53925,16.0303,2010,2.99433,0.0436,0.0779,Transit,CoRoT-11,280.68726,5.937688,12939,560.0,-0.03,1.27,1.37,2.0,6440.0,4.22,",",0.0436,0.0436,0.0436,0.043600001,1521.5992,1591.1824,Jovian,F,18.712485,18 42 44.9466,+05 56 15.6768,4.5919843,6.8509103,0.43484159,0,0,Hot,0,0.057585358,Serpens,Ser,Serpent
CoRoT-12 b,3.0,291.44828,16.1424,2010,2.828042,0.04016,0.0349,Transit,CoRoT-12,100.76568,-1.296439,15515,1150.0,0.16,1.08,1.12,6.3,5675.0,4.38,",",0.040258392,0.0373488,0.0429712,0.040184638,724.54837,1320.5715,Jovian,G,6.7177122,06 43 03.7637,-01 17 47.1804,2.9151295,1.7438457,0.49879587,0,0,Hot,0,0.057989717,Monoceros,Mon,Unicorn
CoRoT-13 b,3.0,415.71903,9.92085,2010,4.03519,51,0.0481,Transit,CoRoT-13,102.72114,-5.086445,15039,1060.0,0.01,1.09,1.01,1635,5945.0,4.46,",",51,51,51,0.051000001,438.93325,1166.1235,Jovian,G,6.8480762,06 50 53.0742,-05 05 11.2020,2.8849161,2.7815966,0.39959492,0,0,Hot,0,0.089452023,Monoceros,Mon,Unicorn
CoRoT-14 b,3.0,2415.4928,12.2189,2010,1.51214,27,0.0202,Transit,CoRoT-14,103.42421,-5.536037,16033,1340.0,0.05,1.13,1.21,4.2,6035.0,4.35,",",27,27,27,0.027000001,2386937,1780759,Jovian,F,6.8949478,06 53 41.8119,-05 32 09.7332,3.5616235,3.2859585,0.47328841,0,0,Hot,0,0.073010313,Monoceros,Mon,Unicorn
CoRoT-16 b,3.0,170.03798,13.1157,2011,5.35227,0.0618,0.0736,Transit,CoRoT-16,278.52469,-6.002595,15.63,840.0,0.19,1.1,1.19,6.73,5650.0,4.36,",",0.06516501,0.041406,0.082194,0.06267296,358.62139,1085.1728,Jovian,G,18.568314,18 34 05.9293,-06 00 09.3420,3.070096,1.6807821,0.50740909,0,0,Hot,0,0.071126858,Scutum,Sct,Shield
CoRoT-17 b,3.0,772.32205,11.4342,2011,3.7681,0.0461,0.0501,Transit,CoRoT-17,278.69925,-6.612234,15.46,920.0,0.0,1.04,1.59,10.7,5740.0,4.4,",",0.0461,0.0461,0.0461,0.046100001,1156.9874,1485.8572,Jovian,G,18.579951,18 34 47.8244,-06 36 44.0424,4.233787,1.9254943,0.53802185,0,0,Hot,0,0.077848461,Scutum,Sct,Shield
CoRoT-18 b,3.0,1102.8632,14.6851,2011,1.9000693,0.0295,0.0339,Transit,CoRoT-18,98.17241,-0.031586,15.0,870.0,-0.1,0.95,1.0,,5440.0,4.4,",",0.0295944,0.02714,0.03186,0.029523653,904.55384,1395.5035,Jovian,G,6.5448277,06 32 41.3796,+00 01 53.7096,2.3916955,1.1158443,0.4535157,0,0,Hot,0,0.062762778,Monoceros,Mon,Unicorn
CoRoT-19 b,3.0,352.78908,14.4609,2011,3.89713,0.0518,0.0673,Transit,CoRoT-19,97.033582,-0.170681,14007,770.0,-0.02,1.21,1.65,5.0,6090.0,4.07,",",0.051857213,0.0493654,0.0542346,0.051814316,1251833,1514.7866,Jovian,F,6.4689058,06 28 08.0609,+00 10 14.4516,4.945687,3.6948846,0.49848064,0,0,Hot,0,0.063296681,Monoceros,Mon,Unicorn
CoRoT-2 b,3.0,1102.8632,16.43386,2008,1.7429935,0.02798,0.14,Transit,CoRoT-2,291.77706,1.383714,12.57,200.0,,0.96,0.91,2.7,5625.0,,",",0.027982861,0.027579886,0.028380114,0.027980717,948.87833,1413.9397,Jovian,G,19.451805,19 27 06.4971,+01 23 01.3704,2.3269901,1.5386906,0.41643051,0,0,Hot,0,0.056730355,Aquila,Aql,Eagle
CoRoT-20 b,3.0,1366.6604,,2011,9.24285,0.09,104,Transit,CoRoT-20,97.720408,0.226919,14.66,864.31,,1.14,,,,,",",0.1056645,0.0369,0.1431,0.094455425,,,Jovian,G,6.5146942,06 30 52.8991,+00 13 36.9084,,,0.48193235,0,0,,0,,Monoceros,Mon,Unicorn
CoRoT-20 c,3.0,5403.0760,,2018,1675.0,2.9,3.35,Radial Velocity,CoRoT-20,97.720408,0.226919,14.66,864.31,,1.14,,,,,",",3422,1.16,4.64,3.0492242,,,Jovian,G,6.5146942,06 30 52.8991,+00 13 36.9084,,,0.48193235,0,0,,0,,Monoceros,Mon,Unicorn
CoRoT-21 b,3.0,718.29129,14573,2012,2.72474,0.0417,0.0298,Transit,CoRoT-21,101.05245,-0.29913,16.0,1398.83,0.0,1.29,1.95,4.1,6200.0,3.7,",",0.0417,0.0417,0.0417,0.041700001,2895.0263,1868.7794,Jovian,F,6.7368304,06 44 12.5893,+00 17 56.8680,6.0579556,4.5597598,0.49266539,0,0,Hot,0,0.062381207,Monoceros,Mon,Unicorn
CoRoT-22 b,3.0,12.077464,4.87635,2014,9.75598,92,155,Transit,CoRoT-22,280.66712,6.219136,13944,592.0,0.17,1.1,1.14,3.3,5939.0,4.36,",",0.092272734,0.084916,0.099084,0.092068324,171.65928,921.14439,Neptunian,G,18.711142,18 42 40.1111,+06 13 08.8896,3.2496725,2.7614647,0.45058292,0,0,Hot,0,0.15972958,Serpens,Ser,Serpent
CoRoT-23 b,3.0,889.91841,11.7705,2011,3.6313,48,0.08,Transit,CoRoT-23,279.78262,4.357806,15.63,600.0,0.05,1.14,1.61,7.2,5900.0,4.3,",",0.0486144,0.04032,0.05568,0.048154909,1237.3636,1503.7019,Jovian,G,18.652175,18 39 07.8311,+04 21 28.1016,4.529372,2.6134345,0.51929627,0,0,Hot,0,0.075857806,Serpens,Ser,Serpent
CoRoT-24 b,3.0,5.7209041,3.6993,2014,5.1134,56,0.0933,Transit,CoRoT-24,101.92255,-3.719301,,600.0,0.3,0.91,0.86,11.0,4950.0,4.55,",",56,56,56,0.056000001,126.86163,855.02238,Neptunian,K,6.7948368,06 47 41.4126,-03 43 09.4836,1.703009,0.47400007,0.51697644,0,0,Hot,0,0.19411491,Monoceros,Mon,Unicorn
CoRoT-24 c,3.0,27.968864,4.9324,2014,11759,98,163,Transit,CoRoT-24,101.92255,-3.719301,,600.0,0.3,0.91,0.86,11.0,4950.0,4.55,",",98,98,98,0.098000002,41.424206,646.33617,Neptunian,K,6.7948368,06 47 41.4126,-03 43 09.4836,1.703009,0.47400007,0.51697644,0,0,Hot,0,0.17922871,Monoceros,Mon,Unicorn
CoRoT-25 b,3.0,85.813561,12.1068,2013,4.86069,0.0578,0.0578,Transit,CoRoT-25,280.62966,6.513829,,1000.0,-0.01,1.09,1.19,4.5,6040.0,4.31,",",0.0578,0.0578,0.0578,0.057800001,505.44586,1207.9906,Jovian,F,18.708645,18 42 31.1224,+06 30 49.7844,3.5085602,3.2747289,0.47304496,0,0,Hot,0,0.075279299,Ophiuchus,Oph,Serpent Holder
CoRoT-26 b,3.0,165.27056,14.1246,2013,4.20474,0.0526,0.0315,Transit,CoRoT-26,279.75051,6.969787,,1670.0,0.01,1.09,1.79,8.6,5590.0,3.99,",",0.0526,0.0526,0.0526,0.052600001,1013.1423,1437.35,Jovian,G,18.650035,18 39 00.1269,+06 58 11.2332,4.520482,1.5115491,0.52696699,0,0,Hot,0,0.064832669,Ophiuchus,Oph,Serpent Holder
CoRoT-27 b,3.0,3302.2330,11.28847,2014,3.57532,0.0476,46,Transit,CoRoT-27,278.49581,5.538462,15.54,1035.15,-0.1,1.05,1.08,4.21,5900.0,4.4,",",0.047700555,0.044506,0.050694,0.047625176,560.07952,1238.4049,Jovian,G,18.566389,18 33 58.9986,+05 32 18.4632,3.0383365,2.5427663,0.46202799,0,0,Hot,0,0.079710894,Serpens,Ser,Serpent
CoRoT-28 b,3.0,153.82875,10.70555,2015,5.20851,0.0603,108,Transit,CoRoT-28,278.68834,5.57373,,560.0,0.15,1.01,1.78,12.0,5150.0,3.6,",",0.060366601,0.0574659,0.0631341,0.060316665,549.79799,1233.1493,Jovian,G,18.579224,18 34 45.2046,+05 34 25.4280,3.8154218,0.69198284,0.54307795,0,0,Hot,0,0.083423344,Serpens,Ser,Serpent
CoRoT-29 b,3.0,270.15380,10089,2015,2.85057,0.0386,0.0505,Transit,CoRoT-29,278.9021,6.479651,,765.0,0.2,0.97,0.9,4.5,5260.0,4.3,",",0.038729773,0.0354348,0.0417652,0.038632516,374.11667,1119.0451,Jovian,K,18.593475,18 35 36.5082,+06 28 46.7436,2.0124361,0.82474259,0.4550064,0,0,Hot,0,0.088633847,Ophiuchus,Oph,Serpent Holder
CoRoT-3 b,3.0,6884.1545,11.3221,2008,4.2568,,,Transit,CoRoT-3,292.05526,0.12182,13292,680.0,,1.37,1.56,2.2,6740.0,4.22,",",0.057078415,0.057078415,0.057078415,0.057078417,1381127,1553.1139,Jovian,F,19.470352,19 28 13.2668,+00 07 18.5520,5.7273337,11.764025,0.45310843,0,0,Hot,0,0.078362194,Aquila,Aql,Eagle
CoRoT-4 b,3.0,228.83616,13.3399,2008,9.20205,0.09,121,Transit,CoRoT-4,102.19466,-0.672774,,741.6,,1.16,1.17,1.0,6190.0,4.41,",",0.09,0.09,0.09,0.090000002,222.29922,983.73788,Jovian,F,6.8129779,06 48 46.7204,+00 40 21.9864,3.6230577,4.3261696,0.37587563,0,0,Hot,0,0.071916717,Monoceros,Mon,Unicorn
CoRoT-5 b,3.0,148.42568,15.55948,2009,4.0378962,0.04947,0.0547,Transit,CoRoT-5,101.27725,0.815239,,904.65,-0.25,1.0,1.19,6.9,6100.0,4.19,",",0.049670354,0.0450177,0.0539223,0.049520223,720.74916,1318.0415,Jovian,F,6.7518173,06 45 06.5422,+00 48 54.8604,3.5786129,3.5274993,0.49359,0,0,Hot,0,0.059920464,Monoceros,Mon,Unicorn
CoRoT-6 b,3.0,940.77089,13.07086,2009,8.886593,0.0855,0.13,Transit,CoRoT-6,281.07252,6.663194,13912,657.24,-0.2,1.05,1.02,,6090.0,4.43,",",0.0859275,0.07695,0.09405,0.085607234,176.28215,926.57211,Jovian,F,18.738169,18 44 17.4095,+06 39 47.4984,3.0573338,3.5242674,0.46890071,0,0,Hot,0,0.074394253,Ophiuchus,Oph,Serpent Holder
CoRoT-7 b,3.0,3.1782800,1.6815,2009,0.85359163,,,Transit,CoRoT-7,100.95613,-1.063033,11668,160.64,0.05,0.82,0.83,,5275.0,4.5,",",0.016479635,0.016479635,0.016479635,0.016479635,1759.7036,1650.0792,Superterran,G,6.7304087,06 43 49.4713,-01 03 46.9188,1.8665134,0.8001859,0.4318064,0,0,Hot,0,0.2711924,Monoceros,Mon,Unicorn
CoRoT-7 c,3.0,8.4001941,,2009,3698,46,286,Radial Velocity,CoRoT-7,100.95613,-1.063033,11668,160.64,0.05,0.82,0.83,,5275.0,4.5,",",46,46,46,0.046000001,225.84944,987.64226,Superterran,G,6.7304087,06 43 49.4713,-01 03 46.9188,1.8665134,0.8001859,0.4318064,0,0,Hot,0,0.22191743,Monoceros,Mon,Unicorn
CoRoT-8 b,3.0,69.922161,6.3897,2010,6.21229,63,166,Transit,CoRoT-8,291.58852,1.426452,14.8,380.0,0.3,0.88,0.77,3.0,5080.0,4.58,",",63,63,63,0.063000002,89.134092,782.80911,Jovian,K,19.439236,19 26 21.2480,+01 25 35.2272,1.6059286,0.58603133,0.41169217,0,0,Hot,0,0.13742542,Aquila,Aql,Eagle
CoRoT-9 b,3.0,266.97552,11.94986,2009,95.272656,0.4021,962,Transit,CoRoT-9,280.78671,6.204172,13.69,417.89,-0.01,0.96,0.96,6.0,5625.0,4.54,",",0.40565637,0.3486207,0.4555793,0.40299431,5.158561,382.67119,Jovian,G,18.719115,18 43 08.8144,+06 12 15.0192,2.4548467,1.5386906,0.475708,0,0,Hot,0,0.2348433,Serpens,Ser,Serpent
CoRoTID 223977153 b,3.0,47.674200,6.3897,2017,6.71837,71,121,Transit,CoRoTID 223977153,100.19518,9.257431,,586.2,0.0,1.08,0.79,,5970.0,4.67,",",71,71,71,0.071000002,140.90404,877.75998,Jovian,G,6.6796792,06 40 46.8452,+09 15 26.7516,2.2755367,2.8947619,0.47332457,0,0,Hot,0,0.13283036,Monoceros,Mon,Unicorn
DE CVn b,3.0,3823.2484,,2018,4098.1,5.75,188.0,Eclipse Timing Variations,DE CVn,201.72196,45.546303,,30.55,,0.51,,,,,",",5.75,5.75,5.75,5.7500001,,,Jovian,,13.448131,13 26 53.2724,+45 32 46.6908,,,0.36858799,0,0,,0,,Canes Venatici,CVn,Hunting Dogs
DENIS-P J082303.1-491201 b,3.0,9058.0981,,2013,246.36,0.36,17.3,Astrometry,DENIS-P J082303.1-491201,125.76305,-49.200359,,20.77,,0.07,,1.0,,,",",0.3814245,0.2358,0.4842,0.36557792,,,Jovian,,8.3842038,08 23 03.1336,-49 12 01.2924,,,0.14743169,0,0,,0,,Vela,Vel,Sails
DH Tau b,3.0,3496.1080,,2004,,330.0,2360.0,Imaging,DH Tau,67.423158,26.54952,,140.0,,0.33,0.27,1,,,",",330.0,330.0,330.0,330.00001,,,Jovian,M,4.4948774,04 29 41.5588,+26 32 58.2720,,,0.078174083,0,0,,0,,Taurus,Tau,Bull
DP Leo b,3.0,1922.8594,,2009,10220.0,8.19,26.9,Eclipse Timing Variations,DP Leo,169.31667,17.961417,,305.06,,,0.01,,13500.0,,",",8.8128495,4.9959,11.3841,8.3540939,4.8181864e-05,20.587384,Jovian,B,11.287778,11 17 16.0022,+17 57 41.1012,0.1472908,,,0,0,Cold,0,0.070085617,Leo,Leo,Lion
DS Tuc A b,3.0,,5.70589,2019,8.138268,,,Transit,DS Tuc A,354.91449,-69.195747,8469,44.12,0.0,1.01,0.96,45,5428.0,,"HD 222259 A, HIP 116748 A",0.079427582,0.079427582,0.079427582,0.079427584,113.61817,831.7769,Neptunian,G,23.660967,23 39 39.4820,-69 11 44.6892,2.2859094,1.1156196,0.21405927,0,0,Hot,0,0.14622437,Tucana,Tuc,Toucan
EPIC 201238110 b,3.0,,1.87207,2019,28.1656,,,Transit,EPIC 201238110,179.70593,-3.389389,14904,159.98,,0.41,,,,,",",0.13456027,0.13456027,0.13456027,0.13456027,,,Superterran,,11.980396,11 58 49.4262,-03 23 21.8004,,,0.34272497,0,0,,0,,Virgo,Vir,Virgin
EPIC 201497682 b,3.0,,0.69502,2019,2.13174,,,Transit,EPIC 201497682,168.93665,0.488114,14102,254.88,,0.78,,,,,",",0.029833021,0.029833021,0.029833021,0.029833022,,,Subterran,,11.262444,11 15 44.7972,+00 29 17.2104,,,0.42466779,0,0,,0,,Leo,Leo,Lion
EPIC 201615463 c,3.0,,1.22189,2019,3.80464,,,Transit,K2-166,185.18829,2.282436,12074,481.0,,1.07,,,,,",",0.048773043,0.048773043,0.048773043,0.048773045,,,Terran,,12.345887,12 20 45.1926,+02 16 56.7696,,,0.47185916,0,0,,0,,Virgo,Vir,Virgin
EPIC 201754305 d,3.0,,1.03132,2019,2.71578,,,Transit,K2-16,175.09726,4.55734,14.67,338.19,,0.67,,,,,",",0.033327101,0.033327101,0.033327101,0.033327102,,,Terran,K,11.673151,11 40 23.3446,+04 33 26.4240,,,0.40368511,0,0,,0,,Virgo,Vir,Virgin
EPIC 201833600 c,3.0,,0.99769,2019,3.96151,,,Transit,K2-50,169.48363,5.988378,14717,259.33,,0.61,,,,,",",0.041545756,0.041545756,0.041545756,0.041545757,,,Terran,,11.298909,11 17 56.0726,+05 59 18.1608,,,0.39125605,0,0,,0,,Leo,Leo,Lion
EPIC 201841433 b,3.0,,1.09858,2019,4.16959,,,Transit,EPIC 201841433,175.20677,6.134857,14867,441.94,,0.8,,,,,",",0.047054567,0.047054567,0.047054567,0.047054568,,,Terran,,11.680452,11 40 49.6275,+06 08 05.4852,,,0.42826685,0,0,,0,,Virgo,Vir,Virgin
EPIC 205950854 c,3.0,,1.31157,2019,8.050722,,,Transit,K2-168,333.10989,-16.341755,12291,245.56,,0.88,0.83,,5502.7,,",",0.075317114,0.075317114,0.075317114,0.075317115,99.761011,805.16543,Terran,G,22.207327,22 12 26.3787,-16 20 30.3180,2.0311307,1.2114483,0.44209135,0,0,Hot,0,0.30040596,Aquarius,Aqr,Water Carrier
EPIC 206024342 b,3.0,,1.70392,2019,4.50756,,,Transit,EPIC 206024342,331.27722,-14.121665,13116,373.81,,0.93,,,,,",",0.052115256,0.052115256,0.052115256,0.052115258,,,Superterran,,22.085149,22 05 06.5374,-14 07 17.9940,,,0.45031054,0,0,,0,,Aquarius,Aqr,Water Carrier
EPIC 206032309 b,3.0,,1.0089,2019,2.87814,,,Transit,EPIC 206032309,341.24069,-13.900921,15782,162.09,,0.22,,,,,",",0.023899659,0.023899659,0.023899659,0.02389966,,,Terran,,22.749381,22 44 57.7704,-13 54 03.3156,,,0.27850009,0,0,,0,,Aquarius,Aqr,Water Carrier
EPIC 206042996 b,3.0,,1.62545,2019,5.29711,,,Transit,EPIC 206042996,337.51358,-13.610113,16743,457.27,,0.56,,,,,",",0.049007764,0.049007764,0.049007764,0.049007765,,,Superterran,,22.500907,22 30 03.2634,-13 36 36.4068,,,0.38025984,0,0,,0,,Aquarius,Aqr,Water Carrier
EPIC 206215704 b,3.0,,0.8968,2019,2.25372,,,Transit,EPIC 206215704,335.09482,-9.509531,15598,110.22,,0.41,,,,,",",0.024986426,0.024986426,0.024986426,0.024986426,,,Terran,,22.339656,22 20 22.7605,-09 30 34.3116,,,0.34272497,0,0,,0,,Aquarius,Aqr,Water Carrier
EPIC 206317286 b,3.0,,0.96406,2019,1.58252,,,Transit,EPIC 206317286,337.61758,-7.972406,14051,317.2,,0.71,,,,,",",0.023704372,0.023704372,0.023704372,0.023704373,,,Terran,,22.50784,22 30 28.2244,-07 58 20.6616,,,0.41156387,0,0,,0,,Aquarius,Aqr,Water Carrier
EPIC 211822797 b,3.0,,1.98417,2016,21.169861,131,0.7,Transit,EPIC 211822797,130.41037,17.640005,15256,187.19,,0.66,0.57,,4148.21,,",",0.1312358,0.12314,0.13886,0.13105904,5.0317823,381.31313,Superterran,M,8.6940251,08 41 38.4904,+17 38 24.0180,0.7926919,0.10741114,0.40166665,0,0,Hot,0,0.47295382,Cancer,Cnc,Crab
EPIC 211945201 b,3.0,,5.76194,2018,19.49221,0.1493,817,Transit,EPIC 211945201,136.57397,19.402252,10154,182.69,0.1,1.17,1.39,,6069.0,4.22,",",0.1493,0.1493,0.1493,0.1493,105.35792,816.22841,Neptunian,G,9.1049321,09 06 17.7557,+19 24 08.1072,4.1376826,3.5242434,0.48612327,0,0,Hot,0,0.14598589,Cancer,Cnc,Crab
EPIC 212297394 b,3.0,,1.32278,2019,2.28943,,,Transit,EPIC 212297394,207.20622,-17.609905,14423,423.35,,0.83,,,,,",",0.031941391,0.031941391,0.031941391,0.031941392,,,Terran,,13.813749,13 48 49.4961,-17 36 35.6580,,,0.43355463,0,0,,0,,Virgo,Vir,Virgin
EPIC 212424622 b,3.0,,2.17474,2019,18.0983,,,Transit,EPIC 212424622,202.33142,-14.359463,13354,622.67,,1.11,,,,,",",0.13965047,0.13965047,0.13965047,0.13965048,,,Superterran,,13.488762,13 29 19.5436,-14 21 34.0668,,,0.47766724,0,0,,0,,Virgo,Vir,Virgin
EPIC 212499991 b,3.0,,1.60303,2019,34885,,,Transit,EPIC 212499991,202.48877,-12.734723,13552,285.61,,0.91,,,,,",",0.20243356,0.20243356,0.20243356,0.20243357,,,Superterran,,13.499252,13 29 57.3073,-12 44 05.0028,,,0.44705908,0,0,,0,,Virgo,Vir,Virgin
EPIC 212587672 b,3.0,,1121,2019,15.2841,,,Transit,EPIC 212587672,205.4447,-10.862432,12487,322.88,,0.95,,,,,",",0.11846153,0.11846153,0.11846153,0.11846153,,,Terran,,13.696314,13 41 46.7311,-10 51 44.7552,,,0.4535157,0,0,,0,,Virgo,Vir,Virgin
EPIC 212737443 b,3.0,,2.58951,2019,13603,98,282,Transit,EPIC 212737443,204.2217,-7.318144,14836,347.45,-137,0.69,0.67,,4684.0,4.62,",",0.09996,0.0784,0.1176,0.098496563,20.573967,538.46915,Neptunian,K,13.61478,13 36 53.2094,-07 19 05.3184,1.1880006,0.27368244,0.40766256,0,0,Hot,0,0.28611074,Virgo,Vir,Virgin
EPIC 212737443 c,3.0,,2.6904,2019,65.55,0.28,806,Transit,EPIC 212737443,204.2217,-7.318144,14836,347.45,-137,0.69,0.67,,4684.0,4.62,",",0.2856,224,336,0.28141875,2.5203109,318.56264,Neptunian,K,13.61478,13 36 53.2094,-07 19 05.3184,1.1880006,0.27368244,0.40766256,0,0,Hot,0,0.55484659,Virgo,Vir,Virgin
EPIC 220554210 c,3.0,,1.47972,2019,0.70531,,,Transit,K2-282,13.432017,7.995316,14042,502.28,,0.94,,,,,",",0.015187007,0.015187007,0.015187007,0.015187007,,,Terran,,0.89546785,00 53 43.6842,+07 59 43.1376,,,0.4519188,0,0,,0,,Pisces,Psc,Fishes
EPIC 220674823 b,3.0,,1.81602,2016,0.571331,0.0134,0.0544,Transit,EPIC 220674823,13.07978,10.794699,12102,246.1,0.13,0.97,0.98,,5617.0,4.45,",",0.0134,0.0134,0.0134,0.0134,4770.3352,2117.2987,Superterran,G,0.87198538,00 52 19.1474,+10 47 40.9164,2.4988663,1.5229391,0.45667619,0,0,Hot,0,0.264088,Pisces,Psc,Fishes
EPIC 220674823 c,3.0,,2.73524,2016,13.339079,0.1091,443,Transit,EPIC 220674823,13.07978,10.794699,12102,246.1,0.13,0.97,0.98,,5617.0,4.45,",",0.1091,0.1091,0.1091,0.1091,71.962956,742.03119,Neptunian,G,0.87198538,00 52 19.1474,+10 47 40.9164,2.4988663,1.5229391,0.45667619,0,0,Hot,0,0.23785034,Pisces,Psc,Fishes
EPIC 246851721 b,3.0,953.48401,11.78171,2018,6.180235,0.07229,215,Transit,EPIC 246851721,78.919746,16.278742,11439,336.7,141,1.32,1.59,3.02,6202.0,4.16,",",0.07229,0.07229,0.07229,0.072290002,641.28856,1282.0598,Jovian,F,5.2613167,05 15 40.7400,+16 16 43.4712,4.9427511,4.6106513,0.47179207,0,0,Hot,0,0.07660444,Taurus,Tau,Bull
EPIC 246865365 b,3.0,,9.90964,2019,3.38628,,,Transit,EPIC 246865365,78.339134,16.414202,14963,,-0.1,1.09,1.24,,6100.0,3.94,",",0.045408131,0.045408131,0.045408131,0.045408132,925.09025,1405.0473,Jovian,F,5.2226092,05 13 21.3931,+16 24 51.1272,3.7289748,3.6302993,0.47478096,0,0,Hot,0,0.088231145,Taurus,Tau,Bull
EPIC 248847494 b,3.0,4131.7640,12.4431,2018,3650.0,4.5,8.04,Transit,EPIC 248847494,159.38927,11.842731,12416,560.0,-0.23,0.9,2.7,,4898.0,3.52,",",4.5,4.5,4.5,4.5000001,0.18563774,167.22896,Jovian,K,10.625952,10 37 33.4261,+11 50 33.8316,5.2349124,0.43189745,0.44541547,0,0,Cold,0,0.22658077,Leo,Leo,Lion
FU Tau b,3.0,5085.2480,,2008,,800.0,5710.0,Imaging,FU Tau,65.898908,25.049898,,140.0,,0.05,,1,2838.0,,",",800.0,800.0,800.0,800.00002,,,Jovian,M,4.3932608,04 23 35.7387,+25 02 59.6328,,0.0047857881,0.041675563,0,0,,0,,Taurus,Tau,Bull
Fomalhaut b,3.0,,,2008,555530.0,160.0,20800.0,Imaging,Fomalhaut,344.41269,-29.622236,1.16,7.7,,1.92,,,,,"HD 216956, HIP 113368",220552,20.8,299.2,181.43677,,,,A,22.960847,22 57 39.0497,-29 37 20.0496,,,0.57339188,0,0,,0,,Piscis Austrinus,PsA,Southern Fish
GJ 1132 b,3.0,1.6590622,,2015,1.628931,0.0153,1.21,Transit,GJ 1132,153.71574,-47.156727,13.49,12.62,,0.18,0.21,,3270.0,,",",0.01567026,0.011934,0.018666,0.01539407,19.78373,532.3506,Terran,M,10.247716,10 14 51.7788,-47 09 24.2172,0.18147754,0.015406734,0.26048054,0,0,Hot,0,0.35877177,Vela,Vel,Sails
GJ 1132 c,3.0,2.6411507,,2018,8929,0.0476,3.77,Transit,GJ 1132,153.71574,-47.156727,13.49,12.62,,0.18,0.21,,3270.0,,",",0.04933502,0.034748,0.060452,0.048044505,2.0708138,301.33711,Terran,M,10.247716,10 14 51.7788,-47 09 24.2172,0.18147754,0.015406734,0.26048054,0,0,Hot,0,0.72328994,Vela,Vel,Sails
GJ 1148 b,3.0,96.699170,,2010,41.38,166,15.1,Radial Velocity,GJ 1148,175.43597,42.751972,11.92,11.02,,0.35,0.4,,3264.0,,", HIP 57050",0.1779852,0.10292,0.22908,0.16914879,0.63834824,221.23955,Jovian,M,11.695732,11 41 44.6360,+42 45 07.0992,0.34440416,0.019032642,0.32511759,1,1,Warm,0,0.38216808,Ursa Major,UMa,Big Bear
GJ 1148 c,3.0,68.059689,,2017,532.58,912,82.8,Radial Velocity,GJ 1148,175.43597,42.751972,11.92,11.02,,0.35,0.4,,3264.0,,", HIP 57050",0.96533558,0.600096,1.223904,0.92587581,0.020817585,94.562916,Jovian,M,11.695732,11 41 44.6360,+42 45 07.0992,0.34440416,0.019032642,0.32511759,0,0,Cold,0,0.11079477,Ursa Major,UMa,Big Bear
GJ 1214 b,3.0,6.2612117,2.84734,2009,1.5804046,0.01411,963,Transit,GJ 1214,258.82884,4.96392,15.1,14.65,0.39,0.15,0.22,,3026.0,4.94,",",0.01411,0.01411,0.01411,0.01411,18.262309,526.66424,Neptunian,M,17.255257,17 15 18.9241,+04 57 50.1120,0.16280533,0.0095337567,0.24512158,0,0,Hot,0,0.28108586,Ophiuchus,Oph,Serpent Holder
GJ 1265 b,3.0,7.3990359,,2018,3.6511,26,2.54,Radial Velocity,GJ 1265,333.42868,-17.685771,13.57,10.26,-0.04,0.18,0.19,,3236.0,5.09,",",0.0260208,0.02496,0.02704,0.026005203,5.2508658,385.5425,Superterran,M,22.22858,22 13 42.8864,-17 41 08.7756,0.16079729,0.014532575,0.26048054,0,0,Hot,0,0.42395713,Aquarius,Aqr,Water Carrier
GJ 143 b,3.0,22.699276,2.61193,2019,35.61253,0.1915,11.7,Transit,GJ 143,51.746769,-63.4991,7.87,16.33,3,0.73,0.69,3.8,4640.0,4.61,"HD 21749, HIP 16069",0.19488419,0.155498,0.227502,0.19235605,5.4895274,387.35278,Neptunian,K,3.4497848,03 26 59.2252,-63 29 56.7600,1.2005856,0.25856853,0.40237383,0,0,Hot,0,0.41786258,Reticulum,Ret,Net
GJ 163 b,3.0,10.599564,,2013,8.63182,0.0607,4.01,Radial Velocity,GJ 163,62.315273,-53.373699,11.81,15.14,0.1,0.4,382,6.0,3500.0,,", HIP 19394",0.060861735,0.0562689,0.0651311,0.060740508,5.3391293,386.88117,Neptunian,M,4.1543517,04 09 15.6663,-53 22 25.3164,0.37818783,0.029847885,0.35530668,0,0,Hot,0,0.3882952,Dorado,Dor,Goldfish
